Open,Close,High,Low,Volume,Date
1530.94,1511.95,1530.94,1511.41,583,2/20/2013
1519.79,1530.94,1530.94,1519.79,558,2/19/2013
1521.38,1519.79,1524.24,1514.14,802,2/15/2013
1520.33,1521.38,1523.14,1514.02,524,2/14/2013
1519.43,1520.33,1524.69,1515.93,495,2/13/2013
1517.01,1519.43,1522.29,1515.61,469,2/12/2013
1517.93,1517.01,1518.31,1513.61,382,2/11/2013
1509.39,1517.93,1518.31,1509.39,459,2/8/2013
1512.12,1509.39,1512.9,1498.49,534,2/7/2013
1511.29,1512.12,1512.53,1504.71,543,2/6/2013
1495.71,1511.29,1514.96,1495.71,576,2/5/2013
1513.17,1495.71,1513.17,1495.02,566,2/4/2013
1498.11,1513.17,1514.41,1498.11,576,2/1/2013
1501.96,1498.11,1504.19,1496.76,712,1/31/2013
1507.84,1501.96,1509.94,1500.11,541,1/30/2013
1500.18,1507.84,1509.35,1498.09,562,1/29/2013
1502.96,1500.18,1503.23,1496.33,502,1/28/2013
1494.82,1502.96,1503.26,1494.82,559,1/25/2013
1494.81,1494.82,1502.27,1489.46,543,1/24/2013
1492.56,1494.81,1496.13,1489.9,479,1/23/2013
1485.98,1492.56,1492.56,1481.16,559,1/22/2013
1480.95,1485.98,1485.98,1475.81,920,1/18/2013
1472.63,1480.94,1485.16,1472.63,591,1/17/2013
1472.33,1472.63,1473.96,1467.6,485,1/16/2013
1470.67,1472.34,1473.31,1463.76,470,1/15/2013
1472.05,1470.68,1472.05,1465.69,480,1/14/2013
1472.12,1472.05,1472.75,1467.58,470,1/11/2013
1461.02,1472.12,1472.3,1461.02,544,1/10/2013
1457.15,1461.02,1464.73,1457.15,489,1/9/2013
1461.89,1457.15,1461.89,1451.64,532,1/8/2013
1466.47,1461.89,1466.47,1456.62,471,1/7/2013
1459.37,1466.47,1467.94,1458.99,489,1/4/2013
1462.42,1459.37,1465.47,1455.53,561,1/3/2013
1426.19,1462.42,1462.43,1426.19,665,1/2/2013
1402.43,1426.19,1426.74,1398.11,585,12/31/2012
1418.1,1402.43,1418.1,1401.58,397,12/28/2012
1419.83,1418.1,1422.8,1401.8,434,12/27/2012
1426.66,1419.83,1429.42,1416.43,355,12/26/2012
1430.15,1426.66,1430.15,1424.66,218,12/24/2012
1443.67,1430.15,1443.67,1422.58,1,12/21/2012
1435.81,1443.69,1443.7,1432.82,511,12/20/2012
1446.79,1435.81,1447.75,1435.8,569,12/19/2012
1430.47,1446.79,1448,1430.47,642,12/18/2012
1413.54,1430.36,1430.67,1413.54,572,12/17/2012
1419.45,1413.58,1419.45,1411.88,517,12/14/2012
1428.48,1419.45,1431.36,1416,506,12/13/2012
1427.84,1428.48,1438.59,1426.76,550,12/12/2012
1418.55,1427.84,1434.27,1418.55,574,12/11/2012
1418.07,1418.55,1421.64,1415.64,468,12/10/2012
1413.95,1418.07,1420.34,1410.9,471,12/7/2012
1409.43,1413.94,1413.95,1405.93,502,12/6/2012
1407.05,1409.28,1415.56,1398.23,610,12/5/2012
1409.46,1407.05,1413.14,1403.65,534,12/4/2012
1416.34,1409.46,1423.73,1408.46,517,12/3/2012
1415.95,1416.18,1418.86,1411.63,836,11/30/2012
1409.96,1415.95,1419.7,1409.04,509,11/29/2012
1398.77,1409.93,1410.31,1385.43,552,11/28/2012
1406.29,1398.94,1409.01,1398.03,527,11/27/2012
1409.15,1406.29,1409.15,1397.68,505,11/26/2012
1391.03,1409.15,1409.16,1391.03,242,11/23/2012
